source,target,ligand_complex,receptor_complex,rank_innervated,rank_denervated,delta_rank
Tenogenic-progenitor,Stromal,Ntn1,Adora2b,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Nid1,Ptprf,1.0,1.0,0.0
Endothelial,Tenocyte,Mfap2,Notch1,1.0,0.777149552370299,-0.22285044762970097
Endothelial,Tenocyte,Ltbp1,Itgb5,1.0,1.0,0.0
Endothelial,Tenocyte,Lrpap1,Ldlr,1.0,1.0,0.0
Endothelial,Tenocyte,Lrig2,Egfr,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Plau,Vldlr,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Plau,Plaur,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Plau,Lrp1,1.0,0.7971599688657464,-0.20284003113425364
Tenogenic-progenitor,Stromal,Plau,Itgb5,1.0,0.34750902842990894,-0.6524909715700911
Tenogenic-progenitor,Stromal,Plau,Itgb1,1.0,0.6671312527561138,-0.33286874724388615
Tenogenic-progenitor,Stromal,Plau,Itga5,1.0,0.8908312369539216,-0.10916876304607837
Tenogenic-progenitor,Stromal,Plau,Igf2r,1.0,0.37669076854691025,-0.6233092314530897
Endothelial,Tenocyte,Lin7c,Abca1,1.0,1.0,0.0
Endothelial,Tenocyte,Lgals3bp,Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Lamc1,Itgav_Itgb8,1.0,1.0,0.0
Endothelial,Tenocyte,Lamc1,Itga7_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Lamc1,Itga6_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Lamc1,Itga2_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Lamb2,Itgav_Itgb8,1.0,1.0,0.0
Endothelial,Tenocyte,Lamb2,Itga7_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Lamb2,Itga6_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Lamb2,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Pthlh,Ramp2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Pthlh,Pth1r,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Ptdss1,Jmjd6,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Psen1,Notch2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Psen1,Notch1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Psen1,Ncstn,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Postn,Ptk7,1.0,1.0,0.0
Endothelial,Tenocyte,Lamb1,Itgav_Itgb8,1.0,1.0,0.0
Endothelial,Tenocyte,Lamb1,Itga7_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Lamb1,Itga6_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Lamb1,Itga2_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Lama5,Itgav_Itgb8,1.0,1.0,0.0
Endothelial,Tenocyte,Lama5,Itga7_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Lama5,Itga6_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Lama5,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Rtn4,Rtn4rl1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Rgma,Hfe,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Ptn,Sdc3,1.0,1.0,0.0
Endothelial,Tenocyte,Lama4,Itgav_Itgb8,1.0,1.0,0.0
Endothelial,Tenocyte,Lama4,Itga7_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Lama4,Itga6_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Lama4,Itga2_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Jam3,Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Jag2,Notch2,1.0,0.9476057378591046,-0.052394262140895376
Endothelial,Tenocyte,Jag2,Notch1,1.0,1.0,0.0
Endothelial,Tenocyte,Jag1,Notch2,1.0,0.9098325322293667,-0.09016746777063334
Endothelial,Tenocyte,Jag1,Notch1,1.0,1.0,0.0
Endothelial,Tenocyte,Inhbb,Smad3,1.0,1.0,0.0
Endothelial,Tenocyte,Il6,F3,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Serpine1,Itgb5,1.0,0.3149105305355584,-0.6850894694644416
Tenogenic-progenitor,Stromal,Sema5a,Plxna1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Sema4c,Plxnb2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Sema3f,Nrp2_Plxna1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Sema3f,Nrp1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Sema3d,Nrp2_Plxna1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Sema3d,Nrp1_Plxna1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Sema3c,Nrp1_Nrp2_Plxnd1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Sema3b,Nrp2_Plxna1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Sema3b,Nrp1_Plxna1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,S100a4,Erbb2,1.0,1.0,0.0
Endothelial,Tenocyte,Igf1,Insr,1.0,1.0,0.0
Endothelial,Tenocyte,Hspg2,Itga2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Slit2,Plxna1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Slit2,Gpc1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Slit2,App,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Slc6a8,Lifr,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Sfrp2,Fzd5,1.0,0.48021651872399823,-0.5197834812760018
Tenogenic-progenitor,Stromal,Sfrp1,Fzd6,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Sertad1,Ar,1.0,0.7792188775121741,-0.2207811224878259
Tenogenic-progenitor,Stromal,Serpinf1,Plxdc1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Serpine1,Plaur,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Serpine1,Lrp1,1.0,0.8655892916807352,-0.13441070831926483
Endothelial,Tenocyte,Hspa4,Tlr4,1.0,1.0,0.0
Endothelial,Tenocyte,Hspa1a,Tlr4,1.0,1.0,0.0
Endothelial,Tenocyte,Hsp90b1,Tlr4,1.0,1.0,0.0
Endothelial,Tenocyte,Hsp90b1,Tlr2,1.0,1.0,0.0
Endothelial,Tenocyte,Hsp90b1,Erbb2,1.0,1.0,0.0
Endothelial,Tenocyte,Hsp90aa1,Erbb2,1.0,1.0,0.0
Endothelial,Tenocyte,Hras,Insr,1.0,1.0,0.0
Endothelial,Tenocyte,Hbegf,Egfr_Erbb2,1.0,1.0,0.0
Endothelial,Tenocyte,H2-K1,Erbb2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Spp1,Itga9_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Sorbs1,Itgb5,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Slpi,Plscr4,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Slpi,Plscr1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Slit3,Robo1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Slit2,Sdc1,1.0,1.0,0.0
Endothelial,Tenocyte,Grn,Tnfrsf1b,1.0,1.0,0.0
Endothelial,Tenocyte,Gnai2,Unc5b,1.0,1.0,0.0
Endothelial,Tenocyte,Gnai2,S1pr1,1.0,1.0,0.0
Endothelial,Tenocyte,Gnai2,Ednra,1.0,1.0,0.0
Endothelial,Tenocyte,Gdf15,Tgfbr2,1.0,1.0,0.0
Endothelial,Tenocyte,Gas6,Mertk,1.0,1.0,0.0
Endothelial,Tenocyte,Fn1,Itgav_Itgb8,1.0,1.0,0.0
Endothelial,Tenocyte,Fn1,Itga6,1.0,1.0,0.0
Endothelial,Tenocyte,Fn1,Itga2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Tgfb1,Acvr1b_Tgfbr2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Tfpi,Sdc4,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Tfpi,Lrp1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Tfpi,F3,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Tac1,Fap,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Spp1,S1pr1,1.0,1.0,0.0
Endothelial,Tenocyte,Fat4,Dchs1,1.0,1.0,0.0
Endothelial,Tenocyte,Fam3c,Lifr,1.0,1.0,0.0
Endothelial,Tenocyte,Efnb2,Ephb4,1.0,1.0,0.0
Endothelial,Tenocyte,Efnb2,Ephb3,1.0,0.7316558402182853,-0.26834415978171466
Endothelial,Tenocyte,Efnb2,Ephb2,1.0,0.8038517262516822,-0.19614827374831778
Endothelial,Tenocyte,Efnb2,Epha4,1.0,1.0,0.0
Endothelial,Tenocyte,Efnb1,Ephb4,1.0,1.0,0.0
Endothelial,Tenocyte,Efnb1,Ephb3,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Tgfb2,Acvr1b_Tgfbr2,1.0,1.0,0.0
Endothelial,Tenocyte,Efnb1,Ephb2,1.0,1.0,0.0
Endothelial,Tenocyte,Efnb1,Epha4,1.0,1.0,0.0
Endothelial,Tenocyte,Efna1,Epha4,1.0,1.0,0.0
Endothelial,Tenocyte,Efna1,Epha2,1.0,1.0,0.0
Endothelial,Tenocyte,Edn1,Ednra,1.0,1.0,0.0
Endothelial,Tenocyte,Dll4,Notch1,1.0,1.0,0.0
Endothelial,Tenocyte,Dll1,Notch2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Tgm2,Sdc4,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Tgm2,Itgb3,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Tgm2,Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Tgfb3,Acvr1b_Tgfbr2,1.0,1.0,0.0
Endothelial,Tenocyte,Dcn,Tlr4,1.0,1.0,0.0
Endothelial,Tenocyte,Dcn,Tlr2,1.0,1.0,0.0
Endothelial,Tenocyte,Dcn,Met,1.0,1.0,0.0
Endothelial,Tenocyte,Cthrc1,Fzd6,1.0,1.0,0.0
Endothelial,Tenocyte,Cthrc1,Fzd3,1.0,1.0,0.0
Endothelial,Tenocyte,Csf3,Csf2ra,1.0,1.0,0.0
Endothelial,Tenocyte,Csf1,Sirpa,1.0,1.0,0.0
Endothelial,Tenocyte,Csf1,Csf2ra,1.0,1.0,0.0
Endothelial,Tenocyte,Cp,Slc40a1,1.0,1.0,0.0
Endothelial,Tenocyte,Copa,Cd74,1.0,1.0,0.0
Endothelial,Tenocyte,Col8a1,Itga2_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col8a1,Itga1_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col8a1,Itga11_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col8a1,Itga10_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col6a3,Itgav_Itgb8,1.0,1.0,0.0
Endothelial,Tenocyte,Col6a3,Itga2_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col6a3,Itga1_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Thbs1,Tnfrsf11b,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Thbs1,Lrp5,1.0,0.6948738813362695,-0.3051261186637305
Tenogenic-progenitor,Stromal,Tgs1,Rxra,1.0,1.0,0.0
Endothelial,Tenocyte,Col6a3,Itga10_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col6a2,Itgav_Itgb8,1.0,1.0,0.0
Endothelial,Tenocyte,Col6a2,Itga2_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col6a2,Itga1_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col6a2,Itga10_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col6a1,Itgav_Itgb8,1.0,1.0,0.0
Endothelial,Tenocyte,Col6a1,Itga6,1.0,1.0,0.0
Endothelial,Tenocyte,Col6a1,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Tnc,Itga9_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Timp3,Ddr1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Timp3,Agtr2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Timp1,Fgfr2,1.0,1.0,0.0
Endothelial,Tenocyte,Col5a2,Itga2_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col5a2,Ddr1,1.0,1.0,0.0
Endothelial,Tenocyte,Col5a1,Itga2_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col4a2,Itgav_Itgb8,1.0,1.0,0.0
Endothelial,Tenocyte,Col4a2,Itga2_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col4a1,Itgav_Itgb8,1.0,1.0,0.0
Endothelial,Tenocyte,Col4a1,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Trf,Hfe,1.0,0.7141666436152331,-0.2858333563847669
Tenogenic-progenitor,Stromal,Tnxb,Itga9_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Tnn,Itgav_Itgb3,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Tnn,Itga9_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Tnn,Itga2b_Itgb3,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Tnfsf13,Tnfrsf1a,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Tnfsf13,Sdc2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Tnfsf13,Fas,1.0,0.8913801490826656,-0.10861985091733439
Endothelial,Tenocyte,Col3a1,Itga2_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col3a1,Ddr1,1.0,1.0,0.0
Endothelial,Tenocyte,Col1a2,Itgav_Itgb8,1.0,1.0,0.0
Endothelial,Tenocyte,Col1a2,Itga2b,1.0,1.0,0.0
Endothelial,Tenocyte,Col1a2,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Vegfa,Itga9,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Vegfa,Gpc1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Vegfa,Ephb2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Vcan,Tlr2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Vcam1,Itga9_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Txlna,Stx3,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Trf,Ldlr,1.0,1.0,0.0
Endothelial,Tenocyte,Col1a1,Itgav_Itgb8,1.0,1.0,0.0
Endothelial,Tenocyte,Col1a1,Itga2_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col1a1,Ddr1,1.0,1.0,0.0
Endothelial,Tenocyte,Col18a1,Itga2_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt11,Fzd4,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt11,Fzd2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Vegfc,Nrp2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Vegfc,Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Vegfc,Ccbe1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Vegfb,Ret,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Vegfa,Ret,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Vegfa,Nrp2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Vegfa,Itgb3,1.0,1.0,0.0
Endothelial,Tenocyte,Col16a1,Itga2_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col16a1,Itga1_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col16a1,Itga11_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col16a1,Itga10_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col15a1,Itga2_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col14a1,Itga2_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col14a1,Itga1_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col14a1,Itga11_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col14a1,Itga10_Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt5a,Ror1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt5a,Ptprk,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt5a,Ptk7,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt5a,Lrp5,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt5a,Ldlr,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt5a,Fzd8,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt5a,Fzd7,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt5a,Fzd6,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt5a,Fzd5,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt5a,Fzd4,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt9a,Fzd8_Lrp5,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt9a,Fzd7_Lrp6,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt9a,Fzd7_Lrp5,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt9a,Fzd6_Lrp6,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt9a,Fzd6_Lrp5,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt9a,Fzd5_Lrp6,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt9a,Fzd5_Lrp5,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt9a,Fzd4_Lrp6,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt9a,Fzd4_Lrp5,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt9a,Fzd2_Lrp5,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt9a,Fzd1_Lrp5,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt5a,Vangl2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt5a,Ror2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adam10,Tspan5,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adam10,Tspan17,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adam10,Tspan14,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adam10,Notch2,1.0,0.9733040140354468,-0.026695985964553248
Tenogenic-progenitor,Stromal_other,Adam10,Notch1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adam10,Met,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adam10,Il6ra,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adam10,Gpnmb,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adam10,Epha3,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Ybx1,Notch1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal,Wnt9a,Fzd8_Lrp6,1.0,1.0,0.0
Endothelial,Tenocyte,Col14a1,Cd44,1.0,1.0,0.0
Endothelial,Tenocyte,Col13a1,Itga1_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col13a1,Itga11_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col13a1,Itga10_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col12a1,Itga2_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col12a1,Itga1_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col12a1,Itga10_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col11a1,Itga2_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col11a1,Itga1_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col11a1,Itga10_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Col11a1,Ddr1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adam9,Itga6,1.0,0.6548501744641692,-0.34514982553583085
Tenogenic-progenitor,Stromal_other,Adam17,Rhbdf2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adam17,Notch1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adam17,Met,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adam17,Il6ra,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adam15,Itgb3,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adam15,Itga9,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adam12,Itga9,1.0,1.0,0.0
Endothelial,Tenocyte,Cklf,Lrp6,1.0,1.0,0.0
Endothelial,Tenocyte,Ceacam1,Egfr,1.0,1.0,0.0
Endothelial,Tenocyte,Cd14,Tlr4,1.0,0.8220839463315754,-0.17791605366842456
Endothelial,Tenocyte,Cd14,Ripk1,1.0,1.0,0.0
Endothelial,Tenocyte,Calr,Itga2b,1.0,1.0,0.0
Endothelial,Tenocyte,Bmp4,Rgmb,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Angpt1,Itgb1,1.0,0.6346884836299096,-0.3653115163700904
Tenogenic-progenitor,Stromal_other,Angpt1,Itga5,1.0,0.4244805330666655,-0.5755194669333346
Tenogenic-progenitor,Stromal_other,Agrn,Lrp1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Agrn,Itgb1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Agrn,Dag1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Ado,Adora2b,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adm,Ramp2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adm,Ramp1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adm,Pth1r,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adm,Adrb2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Adm,Ackr3,1.0,1.0,0.0
Endothelial,Tenocyte,Bmp4,Bmpr1b_Bmpr2,1.0,1.0,0.0
Endothelial,Tenocyte,Bmp4,Acvr2a_Bmpr1b,1.0,1.0,0.0
Endothelial,Tenocyte,Bmp4,Acvr2a_Bmpr1a,1.0,1.0,0.0
Endothelial,Tenocyte,Bmp2,Smo,1.0,1.0,0.0
Endothelial,Tenocyte,Bmp2,Rgmb,1.0,1.0,0.0
Endothelial,Tenocyte,Bmp2,Gpc1,1.0,1.0,0.0
Endothelial,Tenocyte,Bmp2,Eng,1.0,1.0,0.0
Endothelial,Tenocyte,Bmp2,Bmpr1a_Bmpr2,1.0,1.0,0.0
Endothelial,Tenocyte,Bmp2,Acvr2a_Bmpr1a,1.0,1.0,0.0
Endothelial,Tenocyte,Bmp2,Acvr1,1.0,1.0,0.0
Endothelial,Tenocyte,Bmp2,Actr2,1.0,1.0,0.0
Endothelial,Tenocyte,Bmp1,Bmpr1b,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Angptl2,Tlr4,1.0,1.0,0.0
Endothelial,Tenocyte,Bgn,Tlr4,1.0,1.0,0.0
Endothelial,Tenocyte,Bgn,Tlr2,1.0,1.0,0.0
Endothelial,Tenocyte,Bgn,Ly96,1.0,1.0,0.0
Endothelial,Tenocyte,B2m,Tfrc,1.0,1.0,0.0
Endothelial,Tenocyte,Arf6,Pld1,1.0,1.0,0.0
Endothelial,Tenocyte,Arf1,Pld2,1.0,1.0,0.0
Endothelial,Tenocyte,Arf1,Insr,1.0,1.0,0.0
Endothelial,Tenocyte,App,Cd74,1.0,1.0,0.0
Endothelial,Tenocyte,Anxa2,Tlr2,1.0,1.0,0.0
Endothelial,Tenocyte,Anxa1,Dysf,1.0,1.0,0.0
Endothelial,Tenocyte,Angptl4,Sdc4,1.0,0.9328317674994984,-0.06716823250050163
Endothelial,Tenocyte,Angptl4,Sdc3,1.0,0.7771715621676132,-0.22282843783238682
Tenogenic-progenitor,Stromal_other,Apoe,Scarb1,1.0,0.35956519123252545,-0.6404348087674745
Tenogenic-progenitor,Stromal_other,Apoe,Lrp8,1.0,1.0,0.0
Endothelial,Tenocyte,Angptl4,Sdc2,1.0,0.7748017335430082,-0.2251982664569918
Endothelial,Tenocyte,Angptl4,Sdc1,1.0,0.6283175777941173,-0.37168242220588266
Endothelial,Tenocyte,Angptl4,Itga5_Itgb1,1.0,0.7055069240854231,-0.29449307591457685
Endothelial,Tenocyte,Angptl4,Cdh11,1.0,0.8268660336146841,-0.17313396638531586
Endothelial,Tenocyte,Angptl2,Tlr4,1.0,0.48808203427562863,-0.5119179657243713
Endothelial,Tenocyte,Angptl2,Itga5_Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Adm,Ramp2,1.0,1.0,0.0
Endothelial,Tenocyte,Adm,Ramp1,1.0,1.0,0.0
Endothelial,Tenocyte,Adm,Pth1r,1.0,1.0,0.0
Endothelial,Tenocyte,Adm,Ackr3,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,B2m,Tfrc,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Arf6,Pld1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Arf1,Pld2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Arf1,Insr,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,App,Tnfrsf21,1.0,1.0,0.0
Endothelial,Tenocyte,Adam9,Itga6,1.0,1.0,0.0
Endothelial,Tenocyte,Adam17,Notch1,1.0,1.0,0.0
Endothelial,Tenocyte,Adam17,Met,1.0,1.0,0.0
Endothelial,Tenocyte,Adam12,Sdc4,1.0,1.0,0.0
Endothelial,Tenocyte,Adam12,Itgb1,1.0,1.0,0.0
Endothelial,Tenocyte,Adam10,Tspan14,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Bmp4,Bmpr1a_Bmpr2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Bmp4,Acvr2a_Bmpr1a,1.0,0.9438034146403986,-0.05619658535960137
Tenogenic-progenitor,Stromal_other,Bmp2,Smo,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Bmp2,Rgmb,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Bmp2,Gpc1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Bmp2,Eng,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Bmp2,Bmpr1a_Bmpr2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Bmp2,Acvr2a_Bmpr1a,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Bmp2,Acvr1,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Bmp2,Actr2,1.0,1.0,0.0
Tenogenic-progenitor,Stromal_other,Bmp1,Bmpr1b,1.0,1.0,0.0
Endothelial,Tenocyte,Adam10,Notch1,1.0,1.0,0.0
Endothelial,Tenocyte,Adam10,Met,1.0,1.0,0.0
