source,target,ligand_complex,receptor_complex,magnitude_rank_innervated,cellphone_pvals_innervated,cellchat_pvals_innervated,magnitude_rank_denervated,cellphone_pvals_denervated,cellchat_pvals_denervated,delta_rank
Macrophage,T-FAP,Col3a1,Itga1_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col3a1,Ddr1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col1a2,Itga9_Itgb1,1.0,1.0,1.0,0.4801477087442659,1.0,0.0,-0.5198522912557342
Macrophage,T-FAP,Col1a2,Itga1_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col1a1,Itga9_Itgb1,1.0,1.0,1.0,0.6460806025437241,1.0,0.0,-0.3539193974562759
Macrophage,T-FAP,Col1a1,Itga1_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col1a1,Ddr1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col12a1,Itga1_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col12a1,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col11a1,Itga1_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Col11a1,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Clcf1,Crlf1,1.0,0.54,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Cd200r1,Cd200,1.0,0.0,1.0,1.0,0.25,1.0,0.0
Macrophage,T-FAP,Cd14,Tlr4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,C3,Nrp1,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,C3,Lrp1,1.0,0.0,1.0,0.8788272405399326,0.0,1.0,-0.12117275946006745
Macrophage,T-FAP,C3,Cd81,1.0,0.0,1.0,1.0,0.12,1.0,0.0
Macrophage,T-FAP,Bgn,Tlr4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Bgn,Ly96,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Arf6,Pld1,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Arf1,Pld2,1.0,1.0,1.0,1.0,0.79,1.0,0.0
Macrophage,T-FAP,Arf1,Insr,1.0,1.0,1.0,1.0,0.98,1.0,0.0
Macrophage,T-FAP,App,Vldlr,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,App,Cd74,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Apoc2,Ldlr,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Angptl2,Tlr4,1.0,1.0,1.0,0.8335956758852353,1.0,1.0,-0.1664043241147647
Macrophage,T-FAP,Angptl2,Itga5_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Ang,Plxnb2,1.0,0.97,1.0,1.0,0.93,1.0,0.0
Macrophage,T-FAP,Ang,Egfr,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Ado,Adora2b,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Macrophage,T-FAP,Adam17,Il6ra,1.0,0.0,1.0,0.6485057202686335,0.0,0.0,-0.3514942797313665
Macrophage,T-FAP,Adam15,Itga9,1.0,0.0,1.0,0.7542761841369519,0.0,0.0,-0.24572381586304815
Macrophage,T-FAP,Adam10,Tspan14,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Macrophage,T-FAP,Adam10,Il6ra,1.0,0.99,1.0,1.0,0.95,0.06,0.0
Macrophage,T-FAP,Adam10,Epha3,1.0,1.0,1.0,1.0,0.06,1.0,0.0
Endothelial,TSPC,Ybx1,Notch1,1.0,1.0,1.0,0.4486835614421687,1.0,0.97,-0.5513164385578313
Endothelial,TSPC,Vegfb,Ret,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Vegfb,Nrp1,1.0,0.0,1.0,1.0,0.74,1.0,0.0
Endothelial,TSPC,Vegfa,Sirpa,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Vegfa,Ret,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Vegfa,Nrp2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Vegfa,Nrp1,1.0,0.8,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Vegfa,Itgb3,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Vegfa,Itgb1,1.0,0.0,1.0,1.0,0.1,1.0,0.0
Endothelial,TSPC,Vegfa,Itgav,1.0,0.99,1.0,1.0,0.28,1.0,0.0
Endothelial,TSPC,Vegfa,Itga9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Vegfa,Gpc1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Vegfa,Egfr,1.0,0.82,1.0,1.0,0.37,1.0,0.0
Endothelial,TSPC,Vegfa,Cd44,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Vcam1,Itga9_Itgb1,1.0,0.47,0.0,1.0,0.03,0.0,0.0
Endothelial,TSPC,Txlna,Stx3,1.0,1.0,1.0,1.0,0.97,1.0,0.0
Endothelial,TSPC,Tnfsf13,Tnfrsf1a,1.0,0.0,1.0,1.0,0.22,1.0,0.0
Endothelial,TSPC,Tnfsf13,Tnfrsf11b,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Tnfsf13,Sdc2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Tnfsf13,Fas,1.0,1.0,1.0,0.8523230875192414,1.0,1.0,-0.14767691248075865
Endothelial,TSPC,Tnfsf10,Tnfrsf11b,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Tnfsf10,Ripk1,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Tnc,Sdc4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Tnc,Itga9_Itgb1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Tnc,Itga7,1.0,1.0,1.0,0.6860956841552506,1.0,1.0,-0.3139043158447494
Endothelial,TSPC,Tnc,Itga2b_Itgb3,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Thy1,Itgav_Itgb3,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Thbs2,Itga6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Thbs1,Lrp5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Thbs1,Itga6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Tgs1,Rxra,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Endothelial,TSPC,Tgfb2,Tgfbr3,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Tgfb2,Tgfbr1_Tgfbr2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Tgfb2,Eng,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Tgfb2,Acvr1_Tgfbr2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Tgfb2,Acvr1_Tgfbr1_Tgfbr2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Tfpi,Vldlr,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Tfpi,F3,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Endothelial,TSPC,St6gal1,Egfr,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Spp1,Ptger4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Sorbs1,Insr,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Endothelial,TSPC,Sirpa,Cd47,1.0,1.0,1.0,1.0,0.98,1.0,0.0
Endothelial,TSPC,Sertad1,Ar,1.0,0.01,0.0,0.8387240201642988,0.01,0.08,-0.1612759798357012
Endothelial,TSPC,Serpinf1,Plxdc1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Sema6b,Plxna2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Sema6a,Plxna2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Sema3g,Nrp2_Plxna1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Sema3f,Nrp2_Plxna2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,S100a4,Erbb2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,S100a1,Tlr4,1.0,1.0,1.0,1.0,0.62,1.0,0.0
Endothelial,TSPC,Rtn4,Rtn4rl1,1.0,1.0,1.0,0.3427373026683024,1.0,0.0,-0.6572626973316976
Endothelial,TSPC,Rgmb,Neo1,1.0,0.12,0.01,1.0,0.0,0.0,0.0
Endothelial,TSPC,Reln,Vldlr,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Ptn,Sdc4,1.0,1.0,1.0,1.0,0.99,1.0,0.0
Endothelial,TSPC,Ptn,Sdc3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Ptn,Sdc1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Ptn,Ptprs,1.0,1.0,1.0,1.0,0.45,1.0,0.0
Endothelial,TSPC,Ptn,Plxnb2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Ptn,Ncl,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Ptn,Itgav_Itgb3,1.0,0.0,1.0,1.0,0.02,1.0,0.0
Endothelial,TSPC,Ptdss1,Jmjd6,1.0,0.84,1.0,1.0,0.93,1.0,0.0
Endothelial,TSPC,Psen1,Notch2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Psen1,Notch1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Psen1,Ncstn,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Psen1,Cd44,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Pros1,Tyro3,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Postn,Ptk7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Pltp,Abca1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Plau,Vldlr,1.0,0.11,1.0,1.0,0.82,1.0,0.0
Endothelial,TSPC,Plau,Plaur,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Plau,Lrp1,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Plau,Itgb5,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Plau,Itgb1,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Plau,Itga5,1.0,0.0,1.0,1.0,0.15,1.0,0.0
Endothelial,TSPC,Plau,Igf2r,1.0,0.01,1.0,1.0,0.01,1.0,0.0
Endothelial,TSPC,Pf4,Thbd,1.0,1.0,1.0,1.0,0.87,1.0,0.0
Endothelial,TSPC,Pf4,Procr,1.0,0.14,1.0,1.0,0.03,1.0,0.0
Endothelial,TSPC,Pf4,Lrp1,1.0,0.24,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Pf4,Ldlr,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Pdgfd,Pdgfra_Pdgfrb,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Nucb2,Erap1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Ntn1,Neo1,1.0,0.51,1.0,1.0,0.04,1.0,0.0
Endothelial,TSPC,Ntn1,Adora2b,1.0,0.85,1.0,1.0,0.35,1.0,0.0
Endothelial,TSPC,Nampt,Insr,1.0,1.0,1.0,1.0,1.0,0.19,0.0
Endothelial,TSPC,Mif,Cd44_Cd74,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Mfng,Notch1,1.0,0.0,1.0,1.0,0.24,0.0,0.0
Endothelial,TSPC,Mfap5,Notch1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Mfap2,Notch1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Ltbp1,Itgb5,1.0,0.37,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Lrpap1,Vldlr,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Lrpap1,Lrp8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Lrig2,Egfr,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Lin7c,Abca1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Lgals3bp,Itgb1,1.0,0.0,1.0,1.0,0.03,1.0,0.0
Endothelial,TSPC,Lamc1,Itga7_Itgb1,1.0,0.0,1.0,1.0,0.25,1.0,0.0
Endothelial,TSPC,Lamc1,Itga6_Itgb1,1.0,0.24,1.0,1.0,0.91,1.0,0.0
Endothelial,TSPC,Lamb2,Itga7_Itgb1,1.0,0.77,1.0,1.0,0.99,1.0,0.0
Endothelial,TSPC,Lamb2,Itga6_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Lamb1,Itga7_Itgb1,1.0,0.04,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Lamb1,Itga6_Itgb1,1.0,0.96,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Lama5,Itga9_Itgb1,1.0,0.0,0.0,0.9380542186920063,0.0,0.0,-0.061945781307993664
Endothelial,TSPC,Lama5,Itga7_Itgb1,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Lama5,Itga6_Itgb1,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Lama4,Itga7_Itgb1,1.0,0.0,1.0,1.0,0.23,1.0,0.0
Endothelial,TSPC,Lama4,Itga6_Itgb1,1.0,0.67,1.0,1.0,0.9,1.0,0.0
Endothelial,TSPC,Jam3,Itgb1,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Jag2,Notch2,1.0,0.0,1.0,0.5178688184873966,0.0,0.0,-0.48213118151260337
Endothelial,TSPC,Jag2,Notch1,1.0,0.02,1.0,1.0,0.0,0.0,0.0
Endothelial,TSPC,Jag1,Notch1,1.0,0.99,1.0,1.0,1.0,0.97,0.0
Endothelial,TSPC,Irak4,Tlr4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Inhbb,Smad3,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Il6,Il6ra_Il6st,1.0,0.58,1.0,1.0,0.17,0.0,0.0
Endothelial,TSPC,Il6,F3,1.0,0.03,1.0,1.0,0.06,0.0,0.0
Endothelial,TSPC,Il1b,Il1r1_Il1rap,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Igfbp4,Fzd8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Igf1,Insr,1.0,1.0,1.0,1.0,1.0,0.25,0.0
Endothelial,TSPC,Icam1,Il2rg,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Hspa1a,Tlr4,1.0,0.05,0.0,1.0,0.87,0.0,0.0
Endothelial,TSPC,Hsp90b1,Erbb2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Hsp90aa1,Erbb2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Hras,Insr,1.0,0.11,1.0,1.0,0.69,0.18,0.0
Endothelial,TSPC,Hbegf,Egfr_Erbb2,1.0,0.32,1.0,1.0,0.05,1.0,0.0
Endothelial,TSPC,Hbegf,Cd82,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,H2-K1,Erbb2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Gnas,Adcy9,1.0,0.01,1.0,0.6946009543503604,0.0,0.0,-0.3053990456496396
Endothelial,TSPC,Gnai2,Adcy9,1.0,0.0,1.0,0.6194366584072206,0.0,0.0,-0.3805633415927794
Endothelial,TSPC,Gdf15,Ret,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Gas6,Tyro3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Fn1,Nt5e,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Fn1,Itga6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Efnb2,Ephb4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Efnb2,Ephb3,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Efnb1,Ephb4,1.0,0.0,1.0,1.0,0.19,1.0,0.0
Endothelial,TSPC,Efnb1,Ephb3,1.0,0.14,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Dll4,Notch1,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Endothelial,TSPC,Dll1,Notch2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Dll1,Notch1,1.0,0.61,1.0,1.0,0.72,1.0,0.0
Endothelial,TSPC,Cthrc1,Fzd5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Csf3,Csf2ra,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Csf1,Csf2ra,1.0,1.0,1.0,1.0,0.89,1.0,0.0
Endothelial,TSPC,Copa,Cd74,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Col8a1,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Col6a3,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Col6a2,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Col6a1,Itga6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Col6a1,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Col5a2,Itga11_Itgb1,1.0,1.0,1.0,0.6360030049557753,1.0,1.0,-0.36399699504422467
Endothelial,TSPC,Col5a1,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Col4a2,Itga11_Itgb1,1.0,0.0,1.0,0.8773535175608793,0.0,0.05,-0.12264648243912069
Endothelial,TSPC,Col4a1,Itga11_Itgb1,1.0,0.0,1.0,0.7366565632985901,0.0,0.03,-0.2633434367014099
Endothelial,TSPC,Col3a1,Itga11_Itgb1,1.0,1.0,1.0,0.6879452520340098,1.0,1.0,-0.3120547479659902
Endothelial,TSPC,Col1a2,Itga11_Itgb1,1.0,1.0,1.0,0.7627917325274589,1.0,1.0,-0.2372082674725411
Endothelial,TSPC,Col1a1,Itga11_Itgb1,1.0,1.0,1.0,0.9343854013504584,1.0,1.0,-0.06561459864954156
Endothelial,TSPC,Col18a1,Itga11_Itgb1,1.0,0.0,1.0,0.5963707758163952,0.0,0.0,-0.4036292241836048
Endothelial,TSPC,Col16a1,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Col15a1,Itga11_Itgb1,1.0,0.0,1.0,0.47328643955217264,0.0,0.0,-0.5267135604478274
Endothelial,TSPC,Col14a1,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Col14a1,Cd44,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Col12a1,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Col11a1,Itga11_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Col11a1,Ddr1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Cklf,Lrp6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Ceacam1,Egfr,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Cd14,Tlr4,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Ccl4,Ackr2,1.0,0.99,1.0,1.0,0.9,1.0,0.0
Endothelial,TSPC,Ccl2,Ackr4,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Endothelial,TSPC,Bmp4,Rgmb,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Endothelial,TSPC,Bmp4,Bmpr1b_Bmpr2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Bmp4,Acvr2a_Bmpr1b,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Bmp4,Acvr2a_Bmpr1a,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Endothelial,TSPC,Bmp2,Smo,1.0,0.08,1.0,1.0,0.07,1.0,0.0
Endothelial,TSPC,Bmp2,Rgmb,1.0,0.0,1.0,1.0,0.12,1.0,0.0
Endothelial,TSPC,Bmp2,Gpc1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Bmp2,Eng,1.0,1.0,1.0,1.0,0.97,1.0,0.0
Endothelial,TSPC,Bmp2,Bmpr1a_Bmpr2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Bmp2,Acvr2a_Bmpr1a,1.0,0.47,1.0,1.0,0.58,1.0,0.0
Endothelial,TSPC,Bmp2,Acvr1,1.0,0.0,1.0,1.0,0.01,1.0,0.0
Endothelial,TSPC,Bmp2,Actr2,1.0,0.0,1.0,1.0,0.17,1.0,0.0
Endothelial,TSPC,Bmp1,Bmpr1b,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,B2m,Tfrc,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Arf6,Pld1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Arf1,Insr,1.0,1.0,1.0,0.545685098329193,1.0,0.22,-0.454314901670807
Endothelial,TSPC,App,Vldlr,1.0,0.37,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,App,Tspan15,1.0,0.25,1.0,1.0,0.01,1.0,0.0
Endothelial,TSPC,App,Cd74,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Apoe,Vldlr,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Apoe,Lrp8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Apoe,Lrp5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Angptl4,Sdc4,1.0,0.95,1.0,0.8355999171954678,0.03,0.82,-0.16440008280453222
Endothelial,TSPC,Angptl4,Sdc3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Angptl4,Sdc1,1.0,1.0,1.0,0.7302494112009367,1.0,0.83,-0.26975058879906333
Endothelial,TSPC,Angptl4,Itgav_Itgb3,1.0,0.0,1.0,0.4321730699932863,0.0,0.0,-0.5678269300067137
Endothelial,TSPC,Angptl4,Itga5_Itgb1,1.0,0.0,1.0,0.4906660647381966,0.03,0.51,-0.5093339352618034
Endothelial,TSPC,Angptl4,Cdh11,1.0,1.0,1.0,0.6825111689991845,1.0,1.0,-0.3174888310008155
Endothelial,TSPC,Angptl2,Tlr4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Angptl2,Itga5_Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Angpt2,Tek,1.0,0.0,1.0,0.7847256306858622,0.0,0.0,-0.2152743693141378
Endothelial,TSPC,Ado,Adora2b,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Adm,Ramp2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Adm,Ramp1,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Adm,Calcrl,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Adm,Ackr3,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Adam9,Itga6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Adam17,Notch1,1.0,1.0,1.0,1.0,1.0,0.98,0.0
Endothelial,TSPC,Adam17,Il6ra,1.0,1.0,1.0,1.0,0.99,0.31,0.0
Endothelial,TSPC,Adam12,Sdc4,1.0,1.0,1.0,1.0,0.34,1.0,0.0
Endothelial,TSPC,Adam12,Itgb1,1.0,0.0,1.0,1.0,0.04,1.0,0.0
Endothelial,TSPC,Adam12,Itga9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,TSPC,Adam10,Tspan15,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Adam10,Tspan14,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,TSPC,Adam10,Notch1,1.0,0.0,1.0,0.6315323655831824,0.0,0.33,-0.3684676344168176
Endothelial,TSPC,Adam10,Il6ra,1.0,0.0,1.0,0.33958356809357126,0.0,0.0,-0.6604164319064287
Endothelial,TSPC,Adam10,Gpnmb,1.0,0.0,1.0,1.0,0.02,1.0,0.0
Endothelial,T-FAP,Vwf,Itga9,1.0,0.0,1.0,0.32301749352083414,0.0,0.0,-0.6769825064791659
Endothelial,T-FAP,Vegfb,Ret,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,T-FAP,Vegfb,Nrp1,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Endothelial,T-FAP,Vegfa,Sirpa,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,T-FAP,Vegfa,Ret,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,T-FAP,Vegfa,Nrp2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,T-FAP,Vegfa,Nrp1,1.0,0.97,1.0,1.0,0.87,1.0,0.0
Endothelial,T-FAP,Vegfa,Itgb3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,T-FAP,Vegfa,Itgb1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,T-FAP,Vegfa,Itgav,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,T-FAP,Vegfa,Itga9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,T-FAP,Vegfa,Gpc1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Endothelial,T-FAP,Vegfa,Ephb2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
