source,target,ligand_complex,receptor_complex,magnitude_rank_innervated,cellphone_pvals_innervated,cellchat_pvals_innervated,magnitude_rank_denervated,cellphone_pvals_denervated,cellchat_pvals_denervated,delta_rank
Tenocyte,T-FAP,Timp2,Cd44,0.00040764810670479825,0.0,0.0,0.0005788894719273121,0.0,0.0,0.00017124136522251384
Stromal_other,TSPC,Col6a3,Cd44,0.0004215192480843784,0.0,0.0,0.0009749456283080844,0.0,0.0,0.000553426380223706
T-FAP,TSPC,App,Rpsa,0.00042225782934742005,0.0,0.32,0.0005654644917582305,0.25,0.84,0.00014320666241081045
Stromal_other,TSPC,App,Rpsa,0.0004244787079010114,0.0,0.4,0.0006035820184556289,0.43,0.87,0.0001791033105546175
Macrophage,TSPC,Psap,Lrp1,0.00042670729866389794,0.0,0.0,0.00013631854620804195,0.0,0.0,-0.000290388752455856
Stromal,TSPC,Timp2,Itgb1,0.00042745187831168697,0.0,0.0,0.0002863240609592682,0.0,0.0,-0.00014112781735241877
T-FAP,T-FAP,Lum,Itgb1,0.00043419179990117785,0.0,0.0,0.0006356533376887833,0.0,0.0,0.00020146153778760546
Endothelial,TSPC,Col1a1,Cd44,0.0004356990424893848,1.0,0.99,0.0010280430113691985,1.0,0.86,0.0005923439688798138
T-FAP,TSPC,Col14a1,Cd44,0.0004448152161167197,0.0,0.0,0.0006452957437524974,0.0,0.0,0.00020048052763577763
TSPC,TSPC,Fn1,Itgav_Itgb1,0.0004604859540966863,0.0,0.0,0.0002676438071369653,0.0,0.0,-0.000192842146959721
Stromal_other,TSPC,Timp2,Itgb1,0.0004673646990035908,0.0,0.0,0.00025419451807170144,0.0,0.0,-0.00021317018093188936
Tenocyte,T-FAP,Dcn,Egfr,0.00046783110550913424,0.0,0.0,0.00018649917696390156,0.0,0.0,-0.0002813319285452327
Stromal_other,TSPC,Col6a2,Cd44,0.00047531211424604283,0.0,0.0,0.0008801783990636731,0.0,0.0,0.00040486628481763024
Tenogenic-progenitor,T-FAP,Mmp2,Fgfr1,0.00048577665237357,0.0,0.0,0.0004973291219148851,0.0,0.0,1.1552469541315131e-05
Tenogenic-progenitor,T-FAP,App,Rpsa,0.0004890268806368237,0.01,0.94,0.0005063566493258513,0.0,0.63,1.7329768689027642e-05
Smooth_muscle,T-FAP,Lgals1,Itgb1,0.0004914739643084713,0.0,0.88,0.0009041803259908739,0.51,1.0,0.00041270636168240266
TSPC,TSPC,Vcan,Itgb1,0.000512181856844979,0.0,0.0,0.00024796673491615925,0.0,0.0,-0.00026421512192881973
Tenocyte,T-FAP,Timp1,Cd63,0.0005138629576556521,0.0,0.0,0.0011827250935035592,0.0,0.0,0.0006688621358479071
Smooth_muscle,T-FAP,App,Rpsa,0.0005147048741391886,0.01,0.54,0.0006119648733220703,0.16,1.0,9.725999918288165e-05
Macrophage,T-FAP,Apoe,Lrp6,0.0005271129449784984,0.0,0.0,0.00020155259431979067,0.0,0.0,-0.0003255603506587077
TSPC,TSPC,Col1a1,Itga5,0.0005305444148093049,0.0,0.0,0.0005413044481882862,0.0,0.0,1.0760033378981286e-05
Endothelial,T-FAP,App,Rpsa,0.0005308749869334197,0.02,0.01,0.0004056684790738325,0.0,0.0,-0.00012520650785958722
Tenogenic-progenitor,TSPC,App,Rpsa,0.000533458451866036,0.07,0.97,0.0005708095101659945,0.25,0.88,3.735105829995853e-05
TSPC,TSPC,Col1a2,Itgb3,0.0005339906178551002,0.0,0.0,0.002750425970952187,0.0,0.0,0.002216435353097087
Tenogenic-progenitor,T-FAP,Fn1,Cd44,0.0005395188225183906,0.0,0.1,0.000709303018452063,0.0,0.17,0.00016978419593367236
Stromal_other,T-FAP,Timp1,Cd63,0.0005517757230348261,0.0,0.0,0.0016436472931024668,0.0,0.0,0.0010918715700676406
Smooth_muscle,TSPC,App,Rpsa,0.0005526581889527273,0.1,0.91,0.0007322365702249673,0.67,1.0,0.00017957838127224002
Smooth_muscle,TSPC,Col6a1,Cd44,0.0005544259180703324,0.0,0.0,0.0015007397937902582,0.0,0.0,0.0009463138757199258
Endothelial,TSPC,App,Rpsa,0.0005579725787241346,0.11,0.19,0.0004827874385577562,0.02,0.0,-7.518514016637842e-05
TSPC,TSPC,Lum,Itgb1,0.0005642152551394886,0.0,0.0,0.0007428207248365506,0.0,0.0,0.00017860546969706204
Smooth_muscle,T-FAP,Col4a1,Cd44,0.0005750240582072177,0.0,0.0,0.0010830129778469032,0.0,0.0,0.0005079889196396855
Smooth_muscle,T-FAP,Serpine2,Lrp1,0.0005823054066410843,0.0,0.0,0.000646265263877479,0.0,0.0,6.395985723639476e-05
Stromal,T-FAP,Lgals1,Itgb1,0.0006017082129831159,0.0,1.0,0.0010816497247536925,0.94,1.0,0.00047994151177057655
Tenogenic-progenitor,T-FAP,Timp2,Itgb1,0.0006035780612266894,0.0,0.0,0.0004892151924764061,0.0,0.69,-0.00011436286875028331
Tenogenic-progenitor,T-FAP,Fn1,Sdc2,0.0006158257279949552,0.0,0.0,0.0005725985739654182,0.0,0.0,-4.322715402953702e-05
T-FAP,TSPC,Col6a2,Cd44,0.0006215334370811069,0.0,0.0,0.0010333230017867492,0.0,0.0,0.00041178956470564224
Macrophage,T-FAP,App,Rpsa,0.0006340197991021935,0.6,1.0,0.0008118309298593555,0.99,1.0,0.00017781113075716198
TSPC,TSPC,Timp2,Itgb1,0.0006466707566377829,0.0,0.0,0.0001864321518583995,0.0,0.0,-0.00046023860477938344
Tenogenic-progenitor,T-FAP,Serping1,Lrp1,0.0006545382215432379,0.0,0.0,0.00047562324759056616,0.0,0.0,-0.00017891497395267178
TSPC,TSPC,Fn1,Itgav_Itgb3,0.000664125819180188,0.0,0.0,0.003669154325067494,0.0,0.0,0.0030050285058873063
Macrophage,TSPC,App,Rpsa,0.000664461127484383,0.72,1.0,0.0009635376755150725,0.93,1.0,0.0002990765480306895
Tenocyte,TSPC,Fn1,Itgav_Itgb1,0.000665456334942889,0.0,0.0,0.000272691750255983,0.0,0.0,-0.00039276458468690597
Tenogenic-progenitor,T-FAP,Thbs4,Cd47,0.0006694596222063347,0.0,0.0,0.0011497890884761696,0.0,0.0,0.00048032946626983485
T-FAP,TSPC,Col6a3,Cd44,0.0006785193804149074,0.0,0.0,0.0009360230842604514,0.0,0.0,0.000257503703845544
Smooth_muscle,TSPC,Fn1,Cd44,0.0006835873881430739,0.0,0.0,0.0011654645982645275,0.01,0.0,0.00048187721012145357
T-FAP,T-FAP,Timp2,Itgb1,0.0006846039803588895,0.0,0.03,0.0005289728766001797,0.0,0.92,-0.0001556311037587099
T-FAP,T-FAP,Mmp2,Fgfr1,0.0006866401592279254,0.0,0.0,0.0009762186501285748,0.0,0.0,0.0002895784909006494
Macrophage,TSPC,Cd14,Itgb1,0.0006917480959232819,0.0,0.0,0.0005906934108632089,0.0,0.0,-0.00010105468506007296
Stromal,T-FAP,Timp1,Cd63,0.0007239782951415601,0.0,0.0,0.003913401278858716,0.03,0.0,0.003189422983717156
Smooth_muscle,TSPC,Serpine2,Lrp1,0.0007409943168094331,0.0,0.0,0.0005014192353343254,0.0,0.0,-0.0002395750814751077
Smooth_muscle,TSPC,Col3a1,Ddr2,0.0007463654603964737,0.0,0.0,0.0009017609374827101,0.0,0.0,0.00015539547708623641
Smooth_muscle,T-FAP,Col3a1,Ddr2,0.0007670101696454342,0.0,0.0,0.0011258377178657473,0.07,0.0,0.00035882754822031304
Tenogenic-progenitor,TSPC,Thbs4,Cd47,0.0007736069965233053,0.0,0.0,0.0011008384795499287,0.0,0.0,0.00032723148302662335
T-FAP,TSPC,Lgals1,Itgb1,0.0007791328776533206,0.28,0.26,0.0009163415261545258,0.52,0.53,0.0001372086485012052
TSPC,TSPC,Fn1,Itga5_Itgb1,0.0007821290415852685,0.0,0.0,0.000937233121965252,0.0,0.0,0.00015510408037998347
Stromal,TSPC,Col14a1,Cd44,0.0007891450095255128,0.0,0.0,0.0007364581986084678,0.0,0.0,-5.2686810917044915e-05
Tenogenic-progenitor,T-FAP,Timp2,Cd44,0.0008048876464618326,0.0,0.0,0.0012685280341468883,0.0,0.13,0.0004636403876850557
Tenocyte,TSPC,Timp1,Cd63,0.0008116974490816577,0.0,0.0,0.001654441682553672,0.0,0.0,0.0008427442334720143
Stromal,TSPC,Postn,Itgav_Itgb5,0.0008136459017724947,0.0,0.0,0.0007994890385297001,0.0,0.0,-1.4156863242794607e-05
Endothelial,TSPC,Sparc,Fgfr1,0.0008139758051585827,1.0,0.0,0.0004401023797768064,0.52,0.0,-0.0003738734253817763
Stromal,TSPC,Vcan,Cd44,0.000819690153648791,0.0,0.0,0.002129651637464394,0.0,0.0,0.001309961483815603
Tenogenic-progenitor,TSPC,Serping1,Lrp1,0.0008242806489698892,0.0,0.0,0.0003531905221276977,0.0,0.0,-0.00047109012684219144
TSPC,T-FAP,Lgals1,Itgb1,0.0008277346330643425,0.45,1.0,0.00217466271003108,1.0,1.0,0.0013469280769667375
Stromal_other,TSPC,Timp1,Cd63,0.0008416460866208153,0.0,0.0,0.002299976360822247,0.0,0.0,0.0014583302742014318
Stromal,TSPC,Fbn1,Itgb1,0.0008463172941183922,0.0,0.0,0.0010599913149794255,0.0,0.0,0.00021367402086103335
Tenogenic-progenitor,T-FAP,Lgals1,Itgb1,0.0008580700942454735,0.64,1.0,0.0010240947168539296,0.83,1.0,0.0001660246226084562
Macrophage,TSPC,Pf4,Sdc2,0.000869930098170422,0.0,0.0,0.001308285784381231,0.0,0.0,0.00043835568621080896
Stromal_other,TSPC,Lum,Itgb1,0.0008735090738115667,0.0,0.0,0.0011856181205808622,0.0,0.0,0.00031210904676929544
Stromal_other,TSPC,Fn1,Itgav_Itgb1,0.0008807720365898173,0.0,0.0,0.0009310768107890879,0.0,0.0,5.0304774199270595e-05
T-FAP,T-FAP,Timp2,Cd44,0.0008903394573575854,0.0,0.0,0.0013983003413920016,0.0,0.24,0.0005079608840344162
Endothelial,TSPC,Col4a2,Cd44,0.0008927611220141482,0.0,0.0,0.0011146812487280039,0.0,0.0,0.00022192012671385568
Endothelial,TSPC,Col1a2,Cd44,0.0009061579946025575,1.0,1.0,0.001731311168233294,1.0,0.97,0.0008251531736307364
Tenocyte,T-FAP,Mmp2,Fgfr1,0.0009209232991498783,0.0,0.0,0.000702106757687024,0.0,0.0,-0.0002188165414628543
Tenocyte,T-FAP,Col6a1,Cd44,0.0009296092429870469,0.0,0.0,0.001634687460561222,0.0,0.0,0.0007050782175741752
Tenocyte,T-FAP,Lum,Itgb1,0.0009358464646215086,0.0,0.0,0.0011216454570290462,0.0,0.0,0.0001857989924075376
T-FAP,TSPC,C3,Cd81,0.0009408560721691718,0.0,0.0,0.0010058015482960778,0.0,0.0,6.494547612690598e-05
Tenocyte,TSPC,Fn1,Itgav_Itgb3,0.0009447262739829311,0.0,0.0,0.003717684166233372,0.0,0.0,0.0027729578922504406
T-FAP,TSPC,Fn1,Itgav_Itgb1,0.0009497688537919635,0.0,0.0,0.0009915805254905206,0.0,0.0,4.1811671698557124e-05
T-FAP,TSPC,Fbn1,Itgb1,0.0009509282942775205,0.0,0.0,0.001057304297233731,0.0,0.0,0.0001063760029562104
Stromal,TSPC,Fn1,Itgav_Itgb1,0.0009565198687243685,0.0,0.0,0.0009005528467279168,0.0,0.0,-5.596702199645162e-05
TSPC,TSPC,Pkm,Cd44,0.0009700049256381283,0.0,0.0,0.0025358881109098616,0.0,0.0,0.0015658831852717334
Stromal_other,T-FAP,Dcn,Egfr,0.0010181359119895723,0.0,0.0,0.0011105164398860458,0.0,0.0,9.238052789647348e-05
T-FAP,T-FAP,Timp1,Cd63,0.0010194581426923172,0.0,0.0,0.0047352467705683125,0.58,0.0,0.0037157886278759954
T-FAP,TSPC,Vcan,Cd44,0.0010340774929464423,0.0,0.0,0.0028511362089291576,0.0,0.0,0.0018170587159827153
Macrophage,TSPC,Timp2,Cd44,0.0010434523123979194,0.0,0.0,0.0017819469091111101,0.0,0.0,0.0007384945967131907
Stromal,TSPC,Timp1,Cd63,0.001052883006916849,0.0,0.0,0.005883455820626632,0.87,0.0,0.004830572813709783
Stromal_other,TSPC,Pkm,Cd44,0.0010650905428905616,0.0,0.0,0.0020394061858226703,0.0,0.0,0.0009743156429321087
Tenogenic-progenitor,TSPC,Mmp2,Fgfr1,0.001091167705851178,0.0,0.0,0.0005825046906587924,0.0,0.0,-0.0005086630151923856
Macrophage,TSPC,Spp1,Cd44,0.0010953232350301226,0.0,0.0,0.0038817529330277645,0.0,0.0,0.002786429697997642
Macrophage,T-FAP,Pf4,Lrp1,0.001110649425089184,0.0,0.0,0.0009497146479036562,0.0,0.0,-0.00016093477718552769
Tenocyte,T-FAP,Thbs2,Cd47,0.0011134511052112975,0.0,0.0,0.001663472563509563,0.0,0.0,0.0005500214582982656
Stromal_other,TSPC,Tctn1,Tmem67,0.0011286084540161668,0.04,1.0,0.004471068602929889,0.11,1.0,0.0033424601489137223
Smooth_muscle,T-FAP,Col1a1,Cd44,0.0011431505216032908,1.0,1.0,0.0024649285698179887,1.0,1.0,0.0013217780482146979
Tenocyte,TSPC,Fn1,Itga5_Itgb1,0.001145240248449862,0.0,0.0,0.0009620633556366416,0.0,0.0,-0.00018317689281322044
Smooth_muscle,TSPC,Col6a2,Cd44,0.001166125784717594,0.0,0.0,0.0023975862077269825,0.0,0.0,0.0012314604230093886
Smooth_muscle,TSPC,Fn1,Sdc2,0.001179182099370459,0.0,0.0,0.0018979372331773378,0.0,0.0,0.0007187551338068787
Tenocyte,T-FAP,Calr,Lrp1,0.001183555518179259,0.0,0.0,0.0011077456082456809,0.0,0.0,-7.580990993357817e-05
Stromal,T-FAP,Timp2,Itgb1,0.0011879396146353314,0.12,1.0,0.0010843773633374449,0.58,1.0,-0.00010356225129788655
Stromal,TSPC,Postn,Itgav_Itgb3,0.0012033348862785607,0.0,0.0,0.006081199926570406,0.0,0.0,0.004877865040291846
TSPC,T-FAP,Calr,Lrp1,0.0012353709553574203,0.0,0.0,0.0011899664004794924,0.0,0.0,-4.540455487792787e-05
TSPC,T-FAP,Lamb2,Rpsa,0.0012580273515754034,0.0,0.0,0.0013441329747412851,0.0,0.0,8.610562316588169e-05
Stromal_other,T-FAP,Timp2,Itgb1,0.0012610687295867506,0.18,1.0,0.0010097032165847417,0.29,1.0,-0.00025136551300200885
Stromal_other,TSPC,Fn1,Itgav_Itgb3,0.0012735273331514513,0.0,0.0,0.005622287313060407,0.0,0.0,0.004348759979908955
TSPC,T-FAP,Fn1,Itgav_Itgb1,0.001275571483982558,0.0,0.0,0.002479690868600138,0.0,0.0,0.00120411938461758
Tenocyte,TSPC,Thbs2,Cd47,0.0012778829409167726,0.0,0.0,0.0016097710946994625,0.0,0.0,0.00033188815378268994
Tenogenic-progenitor,TSPC,Col14a1,Cd44,0.0012902037865196161,0.0,0.0,0.0014939864184078206,0.0,0.0,0.00020378263188820453
Stromal,T-FAP,Col6a1,Cd44,0.0012963934498462636,0.0,0.0,0.002617915444547778,0.0,0.0,0.0013215219947015145
T-FAP,TSPC,Cxcl12,Ackr3,0.001302602645902992,0.0,0.0,0.0005925233955356744,0.0,0.0,-0.0007100792503673177
Stromal_other,TSPC,Apoe,Sdc2,0.0013057145778541748,0.0,0.0,0.001564163631570697,0.0,0.0,0.0002584490537165221
TSPC,TSPC,Lamb2,Rpsa,0.0013182112838453172,0.0,0.0,0.0014855728792987537,0.0,0.0,0.00016736159545343654
T-FAP,T-FAP,Lamb2,Rpsa,0.001326061594160297,0.0,0.0,0.0013934640693517508,0.0,0.0,6.740247519145372e-05
T-FAP,TSPC,Fn1,Itgav_Itgb3,0.0013357961976276408,0.0,0.0,0.007083304561003819,0.0,0.0,0.005747508363376178
TSPC,T-FAP,Vcan,Itgb1,0.0013386860475374553,0.0,0.0,0.0009954457446344166,0.0,0.0,-0.00034324030290303867
Stromal,TSPC,Fn1,Itgav_Itgb3,0.0013442471454165543,0.0,0.0,0.007027736037769853,0.0,0.0,0.0056834888923532985
T-FAP,TSPC,Postn,Itgav_Itgb5,0.001359120913513497,0.0,0.0,0.002097878721582414,0.0,0.0,0.0007387578080689172
Endothelial,T-FAP,Col4a1,Cd47,0.0013851129839356018,0.0,0.0,0.0015903703021835497,0.0,0.0,0.00020525731824794788
T-FAP,TSPC,Lamb2,Rpsa,0.0013915987089512614,0.0,0.0,0.0015262439288022287,0.0,0.0,0.00013464521985096737
Tenocyte,TSPC,Tctn1,Tmem67,0.0014107232464703604,0.01,1.0,0.0136808090231098,0.02,1.0,0.012270085776639439
Tenogenic-progenitor,T-FAP,Col6a1,Cd44,0.0014111758273968043,0.0,0.0,0.0023405120742944975,0.0,0.0,0.0009293362468976933
Macrophage,TSPC,Col1a1,Cd44,0.0014160982836740237,1.0,1.0,0.002119025773098171,1.0,0.97,0.0007029274894241474
TSPC,T-FAP,Lum,Itgb1,0.0014193861955797363,0.0,0.0,0.002106320812877387,0.0,0.09,0.0006869346172976507
Smooth_muscle,TSPC,Timp2,Cd44,0.0014210320352150336,0.01,0.0,0.0021811434456468293,0.04,0.0,0.0007601114104317957
Macrophage,TSPC,Pf4,Lrp1,0.0014392192934543292,0.0,0.0,0.0006589567116116147,0.0,0.0,-0.0007802625818427145
Smooth_muscle,T-FAP,Col1a2,Cd44,0.0014442059187541908,1.0,1.0,0.0030246561532680577,1.0,1.0,0.0015804502345138668
TSPC,TSPC,Fbn1,Itgb3,0.0014662821595470283,0.0,0.0,0.004199832706474048,0.0,0.0,0.0027335505469270197
T-FAP,TSPC,Mmp2,Fgfr1,0.0014676273045699532,0.0,0.0,0.0011049793384913555,0.0,0.0,-0.0003626479660785978
Stromal,T-FAP,Mmp2,Fgfr1,0.001472678493353272,0.0,0.0,0.0010694313307304062,0.0,0.0,-0.0004032471626228657
TSPC,T-FAP,Col6a1,Cd44,0.0014794312008088663,0.0,0.0,0.004350511836974056,0.0,0.02,0.0028710806361651894
Stromal_other,TSPC,Fn1,Itga5_Itgb1,0.0015070018197389193,0.0,0.0,0.0015859301392953332,0.0,0.0,7.892831955641391e-05
Tenocyte,TSPC,Pkm,Cd44,0.0015238213008454174,0.0,0.0,0.0030407654096596356,0.0,0.0,0.0015169441088142182
Tenocyte,TSPC,Calr,Lrp1,0.0015255458969271954,0.0,0.0,0.0009029700970861695,0.0,0.0,-0.0006225757998410259
Tenogenic-progenitor,T-FAP,Serpinf1,Plxdc2,0.001544601335334295,0.0,0.0,0.001882193210936151,0.0,0.0,0.00033759187560185593
Stromal_other,T-FAP,Calr,Lrp1,0.0015498253284437853,0.0,0.0,0.0014357461654565967,0.0,0.0,-0.00011407916298718864
Stromal,T-FAP,Serping1,Lrp1,0.0015620598490211776,0.0,0.0,0.0005834108203925924,0.0,0.0,-0.000978649028628585
Endothelial,TSPC,Col4a1,Cd47,0.0015796477717884181,0.0,0.0,0.0015296658843289034,0.0,0.0,-4.998188745951467e-05
T-FAP,TSPC,Timp1,Cd63,0.0015814136990024103,0.19,0.0,0.007026205603820462,0.99,0.28,0.005444791904818052
TSPC,TSPC,Calr,Lrp1,0.0015849494511003812,0.0,0.0,0.0009980280702338836,0.0,0.0,-0.0005869213808664976
Macrophage,TSPC,Lgals1,Itgb1,0.001586719276889707,1.0,1.0,0.0015503037375049272,1.0,1.0,-3.6415539384779825e-05
Stromal,T-FAP,Timp2,Cd44,0.0015938115888770223,0.01,0.32,0.0022665511858080403,0.02,0.89,0.000672739596931018
TSPC,T-FAP,Timp2,Itgb1,0.0015991444948103666,0.92,1.0,0.0007062129722060952,0.04,0.85,-0.0008929315226042714
T-FAP,TSPC,Fn1,Itga5_Itgb1,0.0016168186188844607,0.0,0.0,0.0020327163280359937,0.0,0.0,0.000415897709151533
Endothelial,TSPC,Fn1,Cd44,0.0016187989531629538,1.0,0.99,0.0036164735227638477,1.0,0.85,0.001997674569600894
Tenocyte,T-FAP,Thbs1,Lrp1,0.0016277851046116558,0.0,0.0,0.0010439365685120498,0.0,0.0,-0.000583848536099606
Stromal,TSPC,Fn1,Itga5_Itgb1,0.0016384303496733623,0.0,0.0,0.0020136464895591393,0.0,0.0,0.00037521613988577705
Tenocyte,TSPC,Postn,Itgav_Itgb5,0.0016404207842879036,0.0,0.0,0.0014226475778983544,0.0,0.0,-0.0002177732063895492
Tenogenic-progenitor,TSPC,Fn1,Itgav_Itgb1,0.0016505186003793533,0.0,0.0,0.000973673701992475,0.0,0.0,-0.0006768448983868784
Stromal,T-FAP,Calr,Lrp1,0.001654940409872787,0.0,0.0,0.0015537610992859775,0.0,0.0,-0.00010117931058680938
Stromal_other,T-FAP,Timp2,Cd44,0.0016695443624733211,0.07,0.26,0.002085257338647222,0.02,0.68,0.00041571297617390077
Endothelial,TSPC,Timp2,Cd44,0.001675042632437139,0.18,0.04,0.0025192124904979494,0.39,0.01,0.0008441698580608104
TSPC,T-FAP,S100a4,Egfr,0.0016768780336405033,0.0,0.0,0.001766843540623805,0.0,0.0,8.99655069833017e-05
Macrophage,T-FAP,Cd14,Itgb1,0.001710141929941831,0.0,0.0,0.0018009452465631603,0.0,0.0,9.080331662132918e-05
Stromal_other,T-FAP,Apoe,Lrp1,0.0017269354477309283,0.0,0.0,0.001117463500772938,0.0,0.0,-0.0006094719469579902
Endothelial,TSPC,Apoe,Sdc2,0.001728808064141667,0.0,0.0,0.003698435875132881,0.0,0.0,0.001969627810991214
TSPC,T-FAP,Vcan,Cd44,0.001755165142032002,0.0,0.0,0.0020476929454186876,0.0,0.0,0.00029252780338668563
Tenogenic-progenitor,T-FAP,Timp1,Cd63,0.0017608472650142279,0.52,0.23,0.002784616652195332,0.0,0.0,0.0010237693871811043
TSPC,TSPC,Fbn1,Itga5,0.0017670284383616338,0.0,0.0,0.0011803011535348987,0.0,0.0,-0.0005867272848267351
Tenocyte,T-FAP,Fn1,Itgav_Itgb1,0.0017848304199203863,0.0,0.0,0.0025330007686610984,0.0,0.0,0.0007481703487407121
Smooth_muscle,TSPC,Timp3,Cd44,0.0018048127521986472,0.0,0.0,0.0018066706182840906,0.0,0.0,1.857866085443454e-06
Tenocyte,T-FAP,Comp,Cd47,0.001820272668884093,0.0,0.0,0.0018219967852135704,0.0,0.0,1.7241163294773407e-06
Macrophage,TSPC,Fn1,Cd44,0.0018222112613293393,1.0,1.0,0.004902509959228226,1.0,0.99,0.0030802986978988867
T-FAP,T-FAP,Calr,Lrp1,0.0018260925197333586,0.0,0.0,0.0017762732329019378,0.0,0.0,-4.98192868314208e-05
T-FAP,TSPC,Postn,Itgav_Itgb3,0.0018835309716464966,0.0,0.0,0.009547339506067294,0.0,0.0,0.007663808534420798
T-FAP,T-FAP,Lgals1,Itgb1,0.0018849655278816008,1.0,1.0,0.0023609547325666135,1.0,1.0,0.00047598920468501266
Smooth_muscle,TSPC,Col1a1,Ddr2,0.0018929082970644518,1.0,0.0,0.001645443129269225,1.0,0.0,-0.0002474651677952268
TSPC,T-FAP,Hsp90b1,Lrp1,0.0018968879228850866,0.0,0.0,0.001636476848761484,0.0,0.0,-0.00026041107412360254
Stromal_other,TSPC,Calr,Lrp1,0.0019048636749067025,0.0,0.0,0.0011597482205747208,0.0,0.0,-0.0007451154543319817
T-FAP,TSPC,Cxcl12,Itgb1,0.0019128614513261443,0.0,0.0,0.0008933267226733725,0.0,0.0,-0.0010195347286527717
Tenocyte,T-FAP,Serpinf1,Plxdc2,0.001920881280806009,0.0,0.0,0.0018432095583130342,0.0,0.0,-7.767172249297481e-05
Smooth_muscle,T-FAP,Col1a1,Ddr2,0.0019248994743987118,1.0,0.0,0.0020622479864415167,1.0,0.0,0.00013734851204280489
Stromal,TSPC,Serping1,Lrp1,0.0019369872135617321,0.0,0.0,0.00046618083376178933,0.0,0.0,-0.0014708063797999429
T-FAP,T-FAP,Col6a1,Cd44,0.0019511525404989115,0.0,0.0,0.00451577465501958,0.0,0.0,0.002564622114520669
Tenocyte,TSPC,Mmp2,Fgfr1,0.001965385821582783,0.0,0.0,0.0009175635472354433,0.0,0.0,-0.0010478222743473399
Stromal_other,T-FAP,Thbs4,Cd47,0.0019940568596415395,0.0,0.0,0.0016239781697607921,0.0,0.0,-0.0003700786898807474
Tenocyte,TSPC,Postn,Itgav_Itgb3,0.002004974978282366,0.0,0.0,0.007772600944440624,0.0,0.0,0.005767625966158258
Stromal,TSPC,Lamb1,Cd44,0.002023001553970881,0.0,0.0,0.004266028235422983,0.0,0.0,0.002243026681452102
Smooth_muscle,T-FAP,Serping1,Lrp1,0.002054318793058587,0.0,0.0,0.0019038634967200414,0.0,0.0,-0.00015045529633854558
Tenocyte,TSPC,Thbs1,Lrp1,0.002090195032969828,0.0,0.0,0.0008028426364196424,0.0,0.0,-0.0012873523965501853
Stromal_other,TSPC,Vcan,Cd44,0.002100824690032002,0.0,0.0,0.005542122940316082,0.0,0.0,0.00344129825028408
Stromal_other,T-FAP,Hsp90b1,Lrp1,0.002105086482393269,0.0,0.0,0.0017220393580139285,0.0,0.0,-0.00038304712437934045
Tenocyte,TSPC,Comp,Cd47,0.0021221904810889347,0.0,0.0,0.0017331694631003334,0.0,0.0,-0.0003890210179886013
Macrophage,TSPC,Pkm,Cd44,0.0021350782505187666,0.0,0.0,0.004176000140435945,0.0,0.0,0.0020409218899171784
Stromal,T-FAP,Fbn1,Itgb1,0.002137231200744342,0.0,0.0,0.0027542621206567376,0.0,0.0,0.0006170309199123956
Stromal,TSPC,Calr,Lrp1,0.0021458572712535233,0.0,0.0,0.0012730742609821952,0.0,0.0,-0.0008727830102713281
TSPC,T-FAP,Timp2,Cd44,0.0021566719993583255,0.85,0.74,0.001659856328294068,0.0,0.42,-0.0004968156710642574
Stromal,T-FAP,Postn,Itgav_Itgb5,0.0021805704218091733,0.0,0.0,0.004177874132600597,0.0,0.0,0.0019973037107914237
T-FAP,T-FAP,Psap,Lrp1,0.002195901536365402,0.0,0.0,0.0013774227600916297,0.0,0.0,-0.0008184787762737721
Tenogenic-progenitor,T-FAP,Calr,Lrp1,0.0022002890967343265,0.0,0.0,0.001674352370449931,0.0,0.0,-0.0005259367262843955
Stromal_other,T-FAP,Lum,Itgb1,0.0022223133337882467,0.0,0.0,0.0034943031275019446,0.05,0.05,0.001271989793713698
Stromal_other,T-FAP,Psap,Lrp1,0.0022378161818827603,0.0,0.0,0.001342561109877429,0.0,0.0,-0.0008952550720053314
Tenogenic-progenitor,TSPC,Fn1,Itgav_Itgb3,0.002239295894942303,0.0,0.0,0.00715784046447566,0.0,0.0,0.004918544569533357
Smooth_muscle,T-FAP,Lamb2,Rpsa,0.002254137846756905,0.0,0.0,0.0014390331747541792,0.0,0.0,-0.0008151046720027257
Stromal_other,TSPC,Apoe,Lrp1,0.0022623211065622953,0.0,0.0,0.0009200108140397942,0.0,0.0,-0.0013423102925225012
Stromal,TSPC,Cxcl12,Ackr3,0.0022870017018622774,0.0,0.0,0.00244622890456259,0.0,0.0,0.00015922720270031276
TSPC,TSPC,Lamb1,Cd44,0.0023277685980515527,0.0,0.0,0.004269386777928764,0.0,0.0,0.0019416181798772112
Stromal_other,T-FAP,Fn1,Itgav_Itgb1,0.0023293176817509894,0.0,0.0,0.0038992213355540963,0.0,0.0,0.0015699036538031068
Smooth_muscle,T-FAP,Col4a2,Cd44,0.0023346091479898097,0.0,0.0,0.0032133220074014933,0.0,0.0,0.0008787128594116836
Tenogenic-progenitor,TSPC,Dcn,Egfr,0.00236291185219233,0.0,0.0,0.0007970851042117299,0.0,0.0,-0.0015658267479806
Stromal_other,TSPC,Fbn1,Itgb1,0.002378239516076577,0.0,0.0,0.0034473709537516137,0.0,0.0,0.0010691314376750365
T-FAP,T-FAP,C3,Cd81,0.0023967692565429084,0.0,0.0,0.0022290570549688285,0.0,0.0,-0.0001677122015740799
